Category,City,Country,Customer Name,Order Date,Order ID,Product Name,Ship Date,State,Customers,Orders,profit margin,Quantity,Total Profit,Total Sales
Phones,San Diego,United States,Anna HÃ¤berlin,16-11-2013,CA-2013-148740,Polycom SoundPoint IP 450 VoIP phone,20-11-2013,California,1,1,0.075,2,27.1032,361.376
Phones,San Diego,United States,Brian Moss,23-09-2011,US-2011-134733,netTALK DUO VoIP Telephone Service,28-09-2011,California,1,1,0.375,2,31.494,83.984
Phones,San Francisco,United States,Alan Hwang,29-11-2011,CA-2011-153983,Wilson SignalBoost 841262 DB PRO Amplifier Kit,06-12-2011,California,1,1,0.125,2,71.99,575.92
Phones,San Francisco,United States,Anna Chung,18-03-2013,CA-2013-134544,i.Sound Portable Power - 8000 mAh,20-03-2013,California,1,1,-0.2375,2,-20.1362,84.784
Phones,San Francisco,United States,Anna Chung,28-06-2013,CA-2013-161928,Ooma Telo VoIP Home Phone System,30-06-2013,California,1,1,0.0625,2,12.599,201.584
Phones,San Francisco,United States,Damala Kotsonis,26-03-2011,CA-2011-141838,Griffin GC17055 Auxiliary Audio Cable,31-03-2011,California,1,1,0.1,2,2.8784,28.784
Phones,San Francisco,United States,Frank Carlisle,07-03-2014,CA-2014-167640,Digium D40 VoIP phone,11-03-2014,California,1,1,0.1125,2,23.2182,206.384
Phones,San Francisco,United States,Herbert Flentye,21-09-2011,CA-2011-153969,Polycom CX300 Desktop Phone USB VoIP phone,25-09-2011,California,1,1,0.1,2,23.9984,239.984
Phones,San Francisco,United States,Nancy Lomonaco,31-10-2011,US-2011-120313,Motorola L804,02-11-2011,California,1,1,0.1125,2,8.2782,73.584
Phones,San Francisco,United States,Shahid Hopkins,02-11-2011,CA-2011-115889,AT&T CL82213,06-11-2011,California,1,1,0.1125,2,5.2182,46.384
Phones,San Francisco,United States,Tracy Collins,20-07-2013,CA-2013-157217,Griffin GC36547 PowerJolt SE Lightning Charger,22-07-2013,California,1,1,0.125,2,4.498,35.984
Phones,Thousand Oaks,United States,Ruben Dartt,22-03-2012,CA-2012-163440,Square Credit Card Reader,24-03-2012,California,1,1,0.075,2,1.1988,15.984
Phones,Woodland,United States,Bill Donatelli,19-09-2013,CA-2013-110086,Polycom CX300 Desktop Phone USB VoIP phone,23-09-2013,California,1,1,0.1,2,23.9984,239.984
Storage,Apple Valley,United States,Anthony Johnson,18-07-2014,CA-2014-142342,Sterilite Show Offs Storage Containers,20-07-2014,California,1,1,0,2,0,10.56
Storage,Los Angeles,United States,Barry Blumstein,27-07-2011,CA-2011-169642,"SAFCO Commercial Wire Shelving, Black",30-07-2011,California,1,1,0,2,0,276.28
Storage,Los Angeles,United States,Charlotte Melton,17-10-2012,CA-2012-152527,"Eldon Base for stackable storage shelf, platinum",17-10-2012,California,1,1,0.05,2,3.894,77.88
Storage,Los Angeles,United States,Darren Budd,04-05-2014,CA-2014-132178,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",09-05-2014,California,1,1,0.28,2,19.4656,69.52
Storage,Los Angeles,United States,Fred Hopkins,26-12-2014,CA-2014-121398,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",30-12-2014,California,1,1,0.01,2,2.7062,270.62
Storage,Los Angeles,United States,Jennifer Braxton,04-02-2013,CA-2013-101189,Safco Commercial Shelving,09-02-2013,California,1,1,0.04,2,3.7208,93.02
Storage,Los Angeles,United States,Ken Dana,17-03-2014,CA-2014-129294,"Dual Level, Single-Width Filing Carts",22-03-2014,California,1,1,0.26,2,80.6312,310.12
Storage,Los Angeles,United States,Patrick O'Donnell,23-03-2011,CA-2011-120838,Economy Rollaway Files,26-03-2011,California,1,1,0.26,2,85.904,330.4
Storage,Los Angeles,United States,Yana Sorensen,08-12-2012,CA-2012-129532,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",12-12-2012,California,1,1,0.02,2,4.4392,221.96
Storage,San Diego,United States,Chris Selesnick,09-10-2014,CA-2014-105487,Tennsco Commercial Shelving,15-10-2014,California,1,1,0.01,2,0.4068,40.68
Storage,San Francisco,United States,Aaron Hawkins,27-12-2012,CA-2012-130113,Fellowes Super Stor/Drawer Files,31-12-2012,California,1,1,0.19,2,61.389,323.1
Storage,San Francisco,United States,Doug Bickford,09-12-2013,CA-2013-115224,Fellowes High-Stak Drawer Files,12-12-2013,California,1,1,0.23,2,81.0474,352.38
Storage,San Francisco,United States,Erin Creighton,01-08-2014,CA-2014-161102,Eldon Portable Mobile Manager,04-08-2014,California,1,1,0.27,2,15.2712,56.56
Storage,San Francisco,United States,Sally Hughsby,07-03-2014,CA-2014-125101,"File Shuttle II and Handi-File, Black",11-03-2014,California,1,1,0.25,2,16.945,67.78
Storage,San Francisco,United States,Shahid Hopkins,02-11-2011,CA-2011-115889,Adjustable Depth Letter/Legal Cart,06-11-2011,California,1,1,0.29,2,105.2468,362.92
Storage,San Francisco,United States,Sonia Sunley,05-08-2011,CA-2011-150490,Akro Stacking Bins,11-08-2011,California,1,1,0.04,2,0.6312,15.78
Storage,San Jose,United States,Helen Abelman,12-12-2012,CA-2012-134075,Standard Rollaway File with Lock,16-12-2012,California,1,1,0.26,2,93.6988,360.38
Storage,San Jose,United States,Sanjit Engle,22-09-2011,CA-2011-158225,Tennsco Commercial Shelving,28-09-2011,California,1,1,0.01,2,0.4068,40.68
Storage,Santa Ana,United States,Eva Jacobs,05-09-2014,CA-2014-147410,"24 Capacity Maxi Data Binder Racks, Pearl",09-09-2014,California,1,1,0.25,2,105.275,421.1
Storage,Visalia,United States,Liz Preis,09-09-2013,CA-2013-103709,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",16-09-2013,California,1,1,0.25,2,65.435,261.74
Supplies,Los Angeles,United States,Adam Hart,27-06-2013,CA-2013-144015,Premier Electric Letter Opener,27-06-2013,California,1,1,0.05,2,11.586,231.72
Supplies,Los Angeles,United States,George Bell,18-09-2012,CA-2012-167745,"Elite 5"" Scissors",23-09-2012,California,1,1,0.3,2,5.07,16.9
Supplies,Los Angeles,United States,Mike Caudle,27-12-2013,CA-2013-129868,Fiskars Home & Office Scissors,01-01-2014,California,1,1,0.28,2,4.9728,17.76
Supplies,Los Angeles,United States,Shahid Shariari,15-11-2011,CA-2011-127558,Acme Box Cutter Scissors,18-11-2011,California,1,1,0.26,2,5.3196,20.46
Supplies,Los Angeles,United States,Todd Sumrall,28-10-2011,CA-2011-101931,Premier Automatic Letter Opener,31-10-2011,California,1,1,0.03,2,14.4222,480.74
Supplies,Los Angeles,United States,Todd Sumrall,28-10-2011,CA-2011-101931,Serrated Blade or Curved Handle Hand Letter Openers,31-10-2011,California,1,1,0.01,2,0.0628,6.28
Supplies,Sacramento,United States,Frank Olsen,30-12-2013,CA-2013-112578,Fiskars Spring-Action Scissors,03-01-2014,California,1,1,0.26,2,7.2696,27.96
Supplies,San Francisco,United States,Charles Sheldon,13-05-2014,CA-2014-117632,Compact Automatic Electric Letter Opener,19-05-2014,California,1,1,0.02,2,4.7724,238.62
Supplies,San Francisco,United States,Duane Huffman,28-11-2011,CA-2011-105249,Staples,28-11-2011,California,1,1,0.02,2,0.1472,7.36
Supplies,San Francisco,United States,Neil Knudson,25-09-2014,CA-2014-130148,Acme Value Line Scissors,29-09-2014,California,1,1,0.3,2,2.19,7.3
Supplies,San Francisco,United States,Patrick O'Brill,01-05-2012,CA-2012-104486,"Acme 10"" Easy Grip Assistive Scissors",06-05-2012,California,1,1,0.3,2,10.518,35.06
Supplies,Santa Ana,United States,Berenike Kampe,23-09-2014,CA-2014-117009,Fiskars Softgrip Scissors,29-09-2014,California,1,1,0.28,2,6.1488,21.96
Tables,Los Angeles,United States,Anthony O'Donnell,17-08-2013,CA-2013-148096,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",20-08-2013,California,1,1,0.075,2,12.096,161.28
Tables,Los Angeles,United States,Barry FranzÃ¶sisch,03-08-2013,CA-2013-156265,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",05-08-2013,California,1,1,0.1125,2,15.3522,136.464
Tables,Los Angeles,United States,Beth Paige,25-11-2014,CA-2014-137505,Hon 61000 Series Interactive Training Tables,25-11-2014,California,1,1,-0.025,2,-1.7772,71.088
Tables,Los Angeles,United States,Beth Paige,25-11-2014,CA-2014-137505,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",25-11-2014,California,1,1,0.025,2,9.102,364.08
Tables,Los Angeles,United States,Cathy Armstrong,09-08-2013,CA-2013-107328,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",16-08-2013,California,1,1,0.025,2,12.8256,513.024
Tables,Los Angeles,United States,Christine Phan,04-06-2013,CA-2013-164889,Hon 61000 Series Interactive Training Tables,07-06-2013,California,1,1,-0.025,2,-1.7772,71.088
Tables,Los Angeles,United States,Darren Budd,14-12-2012,CA-2012-141593,"Bush Andora Conference Table, Maple/Graphite Gray Finish",16-12-2012,California,1,1,0.0375,2,10.2588,273.568
Tables,Los Angeles,United States,Eugene Barchas,13-04-2012,CA-2012-106257,"Iceberg OfficeWorks 42"" Round Tables",17-04-2012,California,1,1,-0.0625,2,-15.098,241.568
Tables,Los Angeles,United States,Janet Lee,03-09-2014,US-2014-163657,Hon 2111 Invitation Series Straight Table,07-09-2014,California,1,1,-0.0125,2,-2.9566,236.528
Tables,San Francisco,United States,Amy Hunt,06-05-2013,CA-2013-126165,Hon 61000 Series Interactive Training Tables,08-05-2013,California,1,1,-0.025,2,-1.7772,71.088
Accessories,La Mesa,United States,Sample Company A,04-09-2014,CA-2014-123022,Kensington Expert Mouse Optical USB Trackball for PC or Mac,09-09-2014,California,1,1,0.3,3,85.491,284.97
Accessories,Los Angeles,United States,Alice McCarthy,23-03-2012,US-2012-107944,Logitech G600 MMO Gaming Mouse,25-03-2012,California,1,1,0.36,3,86.3892,239.97
Accessories,Los Angeles,United States,Becky Pak,04-06-2012,CA-2012-158491,LogitechÂ Z-906 Speaker sys - home theater - 5.1-CH,09-06-2012,California,1,1,0.4,3,395.988,989.97
Accessories,Los Angeles,United States,Ben Ferrer,24-12-2011,US-2011-138247,Sony 32GB Class 10 Micro SDHC R40 Memory Card,29-12-2011,California,1,1,0.21,3,13.1985,62.85
Accessories,Los Angeles,United States,Cynthia Voltz,19-02-2014,CA-2014-164707,Memorex Micro Travel Drive 32 GB,22-02-2014,California,1,1,0.43,3,47.0979,109.53
Accessories,Los Angeles,United States,Frank Hawley,06-04-2011,CA-2011-153808,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,10-04-2011,California,1,1,0.44,3,131.9868,299.97
Accessories,Los Angeles,United States,George Bell,05-12-2012,CA-2012-149566,Memorex Micro Travel Drive 8 GB,10-12-2012,California,1,1,0.45,3,17.55,39
Accessories,Los Angeles,United States,Jonathan Doherty,26-03-2011,CA-2011-138436,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,30-03-2011,California,1,1,0.13,3,8.619,66.3
Accessories,Los Angeles,United States,Katrina Edelman,03-04-2011,CA-2011-112291,Enermax Briskie RF Wireless Keyboard and Mouse Combo,08-04-2011,California,1,1,0.36,3,22.4316,62.31
Accessories,Los Angeles,United States,Rick Huthwaite,11-03-2013,CA-2013-169663,Kingston Digital DataTraveler 16GB USB 2.0,14-03-2013,California,1,1,0.19,3,5.1015,26.85
Accessories,Los Angeles,United States,Robert Marley,19-10-2012,CA-2012-160171,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,24-10-2012,California,1,1,0.36,3,97.2,270
Accessories,Los Angeles,United States,Scot Coram,22-08-2013,US-2013-126452,LogitechÂ Gaming G510s - Keyboard,29-08-2013,California,1,1,0.36,3,91.7892,254.97
Accessories,Los Angeles,United States,Shahid Shariari,15-11-2011,CA-2011-127558,LogitechÂ P710e Mobile Speakerphone,18-11-2011,California,1,1,0.19,3,146.7693,772.47
Accessories,Los Angeles,United States,Steve Nguyen,27-11-2012,CA-2012-125234,Sony 64GB Class 10 Micro SDHC R40 Memory Card,01-12-2012,California,1,1,0.21,3,22.6737,107.97
Accessories,Los Angeles,United States,William Brown,30-06-2014,CA-2014-138149,Enermax Briskie RF Wireless Keyboard and Mouse Combo,01-07-2014,California,1,1,0.36,3,22.4316,62.31
Accessories,Oakland,United States,Naresj Patel,13-05-2011,CA-2011-114433,Plantronics Audio 478 Stereo USB Headset,17-05-2011,California,1,1,0.35,3,52.4895,149.97
Accessories,Oakland,United States,Philip Fox,10-11-2013,CA-2013-138233,Logitech Wireless Gaming Headset G930,15-11-2013,California,1,1,0.37,3,177.5889,479.97
Accessories,San Diego,United States,Jeremy Ellison,19-12-2013,CA-2013-133795,LogitechÂ P710e Mobile Speakerphone,25-12-2013,California,1,1,0.19,3,146.7693,772.47
Accessories,San Diego,United States,Richard Bierner,29-03-2012,US-2012-103996,Memorex Froggy Flash Drive 8 GB,31-03-2012,California,1,1,0.39,3,20.7675,53.25
Accessories,San Francisco,United States,Cindy Chapman,16-05-2011,US-2011-163146,ImationÂ Clip USBÂ flash driveÂ - 8 GB,20-05-2011,California,1,1,0.06,3,3.384,56.4
Accessories,San Francisco,United States,Justin Ritter,09-02-2013,US-2013-112396,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,13-02-2013,California,1,1,0.44,3,39.5868,89.97
Accessories,San Francisco,United States,Lynn Smith,16-10-2011,US-2011-109456,LogitechÂ Illuminated - Keyboard,17-10-2011,California,1,1,0.48,3,86.3856,179.97
Accessories,San Francisco,United States,Marina Lichtenstein,08-11-2013,CA-2013-168830,NETGEAR AC1750 Dual Band GigabitÂ Smart WiFi Router,14-11-2013,California,1,1,0.34,3,163.1898,479.97
Accessories,San Francisco,United States,Nick Crebassa,23-07-2011,CA-2011-145254,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,27-07-2011,California,1,1,0.11,3,4.95,45
Accessories,San Francisco,United States,Noel Staavos,20-10-2012,US-2012-160563,Logitech G602 Wireless Gaming Mouse,24-10-2012,California,1,1,0.36,3,86.3892,239.97
Accessories,San Francisco,United States,Speros Goranitis,26-04-2014,CA-2014-125381,Sony 64GB Class 10 Micro SDHC R40 Memory Card,28-04-2014,California,1,1,0.21,3,22.6737,107.97
Accessories,San Francisco,United States,Tracy Collins,20-07-2013,CA-2013-157217,Logitech G35 7.1-Channel Surround Sound Headset,22-07-2013,California,1,1,0.34,3,132.5898,389.97
Accessories,Westminster,United States,Toby Carlisle,15-07-2014,CA-2014-121048,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,19-07-2014,California,1,1,0.14,3,19.7358,140.97
Appliances,Lake Forest,United States,Justin MacKendrick,13-08-2014,CA-2014-158169,Avanti 4.4 Cu. Ft. Refrigerator,16-08-2014,California,1,1,0.28,3,152.0232,542.94
Appliances,Los Angeles,United States,Ken Dana,17-03-2014,CA-2014-129294,Bionaire Personal Warm Mist Humidifier/Vaporizer,22-03-2014,California,1,1,0.39,3,54.8613,140.67
Appliances,Los Angeles,United States,Muhammed MacIntyre,22-09-2012,CA-2012-168760,Kensington 6 Outlet Guardian Standard Surge Protector,26-09-2012,California,1,1,0.27,3,16.5888,61.44
Appliances,Los Angeles,United States,Roy Phan,28-09-2012,CA-2012-129546,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",05-10-2012,California,1,1,0.3,3,55.845,186.15
Appliances,Los Angeles,United States,Zuschuss Donatelli,12-06-2014,CA-2014-141481,Kensington 6 Outlet Guardian Standard Surge Protector,15-06-2014,California,1,1,0.27,3,16.5888,61.44
Appliances,Oakland,United States,Patrick Ryan,22-08-2014,US-2014-109253,Fellowes Command Center 5-outlet power strip,23-08-2014,California,1,1,0.27,3,54.9504,203.52
Appliances,Pasadena,United States,Roy FranzÃ¶sisch,13-12-2013,CA-2013-136686,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,17-12-2013,California,1,1,0.28,3,15.8256,56.52
Appliances,Rancho Cucamonga,United States,Trudy Schmidt,07-05-2014,CA-2014-133487,Eureka The Boss Cordless Rechargeable Stick Vac,10-05-2014,California,1,1,0.27,3,41.2938,152.94
Appliances,San Diego,United States,Max Jones,25-06-2013,CA-2013-100300,APC 7 Outlet Network SurgeArrest Surge Protector,27-06-2013,California,1,1,0.3,3,72.432,241.44
Appliances,San Francisco,United States,Brian Dahlen,15-08-2011,US-2011-164406,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,19-08-2011,California,1,1,0.28,3,42.8148,152.91
Appliances,San Francisco,United States,Brian Thompson,11-04-2013,CA-2013-123358,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,18-04-2013,California,1,1,0.39,3,44.3664,113.76
Appliances,San Francisco,United States,Jesus Ocampo,17-04-2014,US-2014-138086,Hoover Commercial SteamVac,21-04-2014,California,1,1,0.3,3,12.222,40.74
Appliances,San Francisco,United States,Sheri Gordon,28-11-2011,CA-2011-159800,Acco 6 Outlet Guardian Premium Surge Suppressor,01-12-2011,California,1,1,0.27,3,11.7936,43.68
Appliances,San Francisco,United States,Thomas Seio,17-11-2011,CA-2011-140662,APC 7 Outlet Network SurgeArrest Surge Protector,19-11-2011,California,1,1,0.3,3,72.432,241.44
Appliances,San Gabriel,United States,Beth Thompson,25-04-2011,CA-2011-166954,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,30-04-2011,California,1,1,0.29,3,78.5088,270.72
Appliances,San Jose,United States,Keith Dawkins,03-12-2013,US-2013-113985,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",08-12-2013,California,1,1,0.45,3,26.865,59.7
Appliances,San Jose,United States,Keith Dawkins,25-01-2014,CA-2014-104619,"Acco Six-Outlet Power Strip, 4' Cord Length",30-01-2014,California,1,1,0.26,3,6.7236,25.86
Art,Los Angeles,United States,Annie Zypern,22-04-2012,CA-2012-151253,Boston 1730 StandUp Electric Pencil Sharpener,26-04-2012,California,1,1,0.26,3,16.6764,64.14
Art,Los Angeles,United States,Arthur Prichep,11-11-2011,CA-2011-105270,50 Colored Long Pencils,18-11-2011,California,1,1,0.26,3,7.9248,30.48
Art,Los Angeles,United States,Arthur Prichep,28-04-2014,CA-2014-168228,Newell Chalk Holder,30-04-2014,California,1,1,0.46,3,5.6994,12.39
Art,Los Angeles,United States,Carlos Soltero,22-10-2013,CA-2013-161746,Newell Chalk Holder,28-10-2013,California,1,1,0.46,3,5.6994,12.39
Art,Los Angeles,United States,Dave Poirier,20-09-2014,CA-2014-102974,Newell 33,25-09-2014,California,1,1,0.29,3,4.8546,16.74
Art,Los Angeles,United States,Dorothy Dickinson,03-05-2014,CA-2014-147844,Newell 34,07-05-2014,California,1,1,0.26,3,15.4752,59.52
Art,Los Angeles,United States,Emily Ducich,20-02-2014,CA-2014-134838,Newell 320,21-02-2014,California,1,1,0.27,3,3.4668,12.84
Art,Los Angeles,United States,Frank Hawley,06-04-2011,CA-2011-153808,Boston Home & Office Model 2000 Electric Pencil Sharpeners,10-04-2011,California,1,1,0.26,3,18.447,70.95
Art,Los Angeles,United States,Frank Preis,07-12-2011,CA-2011-138737,Newell 32,10-12-2011,California,1,1,0.28,3,2.4192,8.64
Art,Los Angeles,United States,Mike Caudle,27-12-2013,CA-2013-129868,Model L Table or Wall-Mount Pencil Sharpener,01-01-2014,California,1,1,0.28,3,15.1116,53.97
Art,Los Angeles,United States,Richard Bierner,25-11-2011,US-2011-144078,Staples,29-11-2011,California,1,1,0.35,3,2.604,7.44
Art,Los Angeles,United States,Tim Brockman,15-11-2013,US-2013-112970,Newell 35,16-11-2013,California,1,1,0.29,3,2.8536,9.84
Art,Riverside,United States,Jasper Cacioppo,14-12-2013,CA-2013-102792,Crayola Colored Pencils,20-12-2013,California,1,1,0.33,3,3.2472,9.84
Art,Riverside,United States,Thomas Brumley,11-11-2014,CA-2014-162096,12 Colored Short Pencils,11-11-2014,California,1,1,0.27,3,2.106,7.8
Art,Roseville,United States,Richard Bierner,11-03-2011,US-2011-103338,Economy #2 Pencils,15-03-2011,California,1,1,0.26,3,2.0748,7.98
Art,San Diego,United States,Bart Watters,26-04-2012,CA-2012-137302,Newell 345,01-05-2012,California,1,1,0.26,3,15.4752,59.52
Art,San Francisco,United States,Christopher Martinez,04-01-2014,CA-2014-111738,Manco Dry-Lighter Erasable Highlighter,08-01-2014,California,1,1,0.34,3,3.1008,9.12
Art,San Francisco,United States,Eugene Hildebrand,31-01-2014,CA-2014-112725,Newell 338,07-02-2014,California,1,1,0.27,3,2.3814,8.82
Art,San Francisco,United States,Herbert Flentye,21-09-2011,CA-2011-153969,Newell 34,25-09-2011,California,1,1,0.26,3,15.4752,59.52
Art,San Francisco,United States,Ken Black,30-04-2012,CA-2012-103716,Newell 324,06-05-2012,California,1,1,0.28,3,9.702,34.65
Art,San Francisco,United States,Lena Cacioppo,03-05-2012,CA-2012-150770,Newell 317,06-05-2012,California,1,1,0.29,3,2.5578,8.82
